non_performing_account_id,non_performing_amount,tier1,risk_weighted_assets,created_date,account_id,description
12469,445113,979065,298074,2020-09-28,8702,abc
6319,866340,223394,664886,2019-10-25,23921,xyz
22447,329194,883358,692024,2021-05-08,36783,abc
32712,671888,163074,227575,2022-08-22,28720,xyz
29713,233901,796043,364746,2022-07-20,11526,abc
15953,673113,603944,847856,2022-07-27,4420,abc
12908,476992,489205,164868,2023-02-24,14227,xyz
39967,486582,439017,206956,2020-03-19,36386,xyz
16983,589973,901869,656795,2021-12-06,39781,xyz
35095,836782,705047,891983,2020-08-18,20178,xyz
18532,132618,205206,363775,2022-06-07,2076,xyz
20790,941483,366152,398683,2021-01-19,6621,abc
17425,937766,462935,547066,2023-02-24,14727,abc
36284,408048,673173,894714,2023-03-30,26573,abc
8804,473851,392187,356699,2023-04-02,2898,xyz
13175,832099,767442,227044,2021-03-15,16094,xyz
5752,219064,241887,664623,2022-10-26,706,abc
2164,569468,926518,461450,2020-06-04,33444,abc
26171,914340,421345,233795,2023-03-19,12772,xyz
24286,922097,804324,234442,2022-04-22,176,abc
37207,316288,194663,480859,2020-01-21,28305,abc
18098,813528,116848,760382,2023-04-11,26533,abc
34526,631219,460406,796227,2022-06-06,34333,xyz
8396,709918,164669,571241,2021-03-24,7709,xyz
5768,834112,681397,382575,2023-03-21,39142,abc
4437,337767,957660,788983,2022-04-29,35703,abc
11041,559720,302402,742691,2020-06-18,16503,xyz
18295,606115,991665,240021,2020-02-22,15014,xyz
1430,256916,787155,475589,2022-07-13,39499,abc
10507,963838,149083,793921,2019-11-28,8110,abc
26384,885641,604525,868674,2023-02-08,2673,xyz
17927,713923,279772,152331,2020-02-03,2498,abc
1532,774721,314816,921859,2023-01-01,38456,xyz
6140,840952,560937,954145,2023-07-24,12187,abc
3015,888636,687870,405405,2023-07-23,10486,xyz
34861,936515,319236,493565,2020-02-08,28744,abc
13379,620731,900641,966961,2021-11-12,13272,abc
18522,529081,623873,789509,2021-05-20,3845,xyz
31497,626760,990054,636596,2023-01-29,25262,abc
18350,527536,734691,693593,2022-03-29,6812,abc
35327,773104,275875,284709,2022-08-21,20863,abc
26033,425698,537945,715049,2021-05-27,15664,xyz
6196,869819,937852,671687,2020-04-30,32730,abc
19992,147569,551281,752999,2023-04-10,33732,xyz
26345,876124,427339,718137,2023-05-28,25928,xyz
20097,239973,547669,545960,2022-01-29,36678,xyz
19102,988745,976544,187922,2021-05-23,5777,xyz
5452,537101,235085,604501,2020-04-08,38118,abc
3417,111441,243963,447731,2023-01-03,6923,xyz
39293,158518,445460,755961,2019-08-22,20792,abc
24160,487456,475342,211576,2023-06-06,36609,abc
10824,806551,166484,349819,2021-10-13,14506,abc
24831,970123,473877,470380,2021-09-02,31201,abc
37798,203593,308514,346017,2021-02-16,32613,xyz
4421,766995,284334,826212,2022-11-12,14424,xyz
25834,916875,851800,403465,2022-10-14,30725,abc
8718,957397,612420,448615,2021-04-25,11095,abc
30781,537209,792231,890345,2020-10-31,5568,xyz
5322,179022,668044,392894,2020-11-15,15343,abc
26170,315491,973063,947461,2023-04-20,17015,abc
19619,622647,230417,390016,2022-04-30,37379,xyz
23684,829604,429464,105617,2020-07-11,33405,abc
28538,300467,480630,572654,2019-11-27,18863,xyz
978,679793,432465,355575,2021-08-12,26479,abc
28952,127078,904516,273030,2019-08-31,36712,abc
13534,706720,980270,105507,2021-12-12,28998,xyz
1045,836243,690274,294775,2022-10-19,37753,xyz
1594,192802,507560,295953,2022-01-01,27971,xyz
2994,875919,246264,258139,2019-11-23,34667,abc
4206,294751,333192,783247,2019-09-27,34534,abc
24298,352320,639278,439414,2022-02-21,35636,abc
31843,347046,513608,788729,2019-12-05,22895,xyz
28478,784757,148045,199268,2023-03-13,8281,xyz
32872,734796,839637,780651,2020-06-22,15892,abc
31884,185297,437151,774100,2023-04-21,542,abc
13180,746217,499673,145473,2021-04-05,33611,xyz
29214,741457,649623,752272,2020-11-04,30846,abc
20811,131980,225234,361398,2023-04-26,21999,xyz
34155,455746,942219,403316,2023-02-05,17470,abc
26878,522192,607895,102788,2022-12-19,34262,xyz
10788,137821,193008,406754,2021-02-25,10526,abc
38354,481996,107037,969644,2019-11-11,2690,xyz
31252,589147,903439,968450,2021-02-06,3100,abc
1537,968091,400206,925141,2020-10-07,21975,abc
3150,524932,855460,127120,2020-10-05,12124,abc
36739,848846,352838,302568,2019-08-26,8642,abc
36953,597925,551490,457994,2022-06-17,31210,xyz
39675,667523,295998,591504,2022-08-25,6319,abc
24543,521817,481812,502794,2021-12-21,36445,xyz
13911,758614,744496,384685,2019-09-10,28790,xyz
34465,179669,264137,517774,2021-02-01,1389,xyz
18574,915139,170266,923858,2022-06-21,8931,xyz
33004,186417,341996,747300,2019-10-11,36391,xyz
27072,829514,432865,293175,2023-01-29,5999,xyz
12765,147237,647573,971803,2020-05-04,15613,xyz
34837,564333,978572,829484,2020-07-04,6924,xyz
7071,110219,224372,558351,2020-07-14,20842,abc
11724,234723,468260,423888,2020-11-29,2094,xyz
14901,485386,180358,362304,2021-06-03,6642,xyz
4789,439258,593994,858418,2022-05-04,17729,xyz
11972,764259,484233,146912,2022-10-10,17943,abc
15789,624771,803230,477021,2020-05-07,10335,abc
6230,994889,777538,626228,2021-07-07,28482,xyz
39427,427530,216255,752718,2021-05-13,19215,abc
21508,813605,800976,416406,2020-11-18,17193,abc
13347,347327,158372,530306,2022-05-01,25230,xyz
4431,573927,298682,454310,2023-03-13,38524,xyz
23589,789184,519501,671535,2022-06-24,6837,abc
22295,507640,981003,218846,2020-04-12,37105,abc
1642,892806,955084,727060,2022-08-19,27541,abc
22157,868254,796832,922816,2020-03-27,7523,abc
38976,872465,525013,898023,2021-09-24,11629,abc
17025,159688,464417,986556,2019-11-17,23888,xyz
21061,801016,801925,257171,2020-10-16,3586,xyz
973,358231,693278,386761,2019-09-29,5903,xyz
2571,755510,565892,556992,2020-03-04,4057,xyz
9068,499352,449132,547713,2021-09-06,5950,abc
12545,560195,257294,258982,2020-07-21,683,xyz
1318,812662,150821,631002,2023-05-22,34973,abc
23389,269317,232159,359937,2022-01-23,22603,abc
35110,735871,837788,850559,2019-12-23,30216,xyz
12640,749733,657327,367009,2021-12-20,11294,xyz
39600,805732,717908,574956,2020-02-26,22749,abc
1214,813864,982985,247369,2020-05-27,5354,abc
23827,881991,182414,584614,2019-08-22,26791,xyz
5165,760329,329097,295428,2023-01-24,28952,abc
4817,839686,444206,478781,2023-01-21,6809,xyz
23649,927685,139856,617961,2021-12-29,38057,xyz
26087,177572,580963,892438,2023-03-02,9672,xyz
26640,759660,703710,788504,2020-03-13,17238,xyz
35445,571893,742031,393174,2023-05-14,5469,abc
27751,156031,157442,928148,2021-07-19,11544,xyz
13344,931479,631635,773555,2021-04-09,27526,xyz
36373,633467,884715,204643,2020-09-15,32014,xyz
34206,436529,590343,930287,2020-05-26,32249,abc
13581,776156,449467,965180,2023-03-29,34973,xyz
13787,835755,295769,205839,2020-05-02,34947,abc
39500,912224,843094,975692,2022-02-02,29411,abc
15036,935889,592756,216237,2021-02-01,14144,abc
34856,684108,970549,639235,2022-07-02,5541,abc
35631,747863,546455,421277,2020-05-06,35760,abc
31477,957166,194068,398560,2020-03-09,10755,xyz
4829,510339,659416,420217,2021-11-18,15596,abc
25965,698076,750802,740609,2021-08-04,3072,xyz
17501,488690,646345,265597,2022-03-06,24313,xyz
15585,420906,807947,558999,2022-05-05,17068,abc
21881,383662,616036,195978,2020-03-01,8186,xyz
16955,358966,257549,749756,2022-05-27,31925,xyz
38101,436730,553247,588594,2019-08-10,2556,xyz
27123,640620,528221,470133,2021-08-26,17455,abc
29566,847210,508973,563985,2022-07-15,35922,xyz
28154,843140,403670,408598,2022-01-04,39063,abc
25047,667966,523440,971864,2022-08-09,21541,abc
39120,456911,217048,776508,2020-05-05,433,abc
5634,895275,401665,342227,2021-09-18,36489,xyz
35023,647781,941096,624766,2019-11-06,11618,abc
26125,473163,269069,902546,2023-02-19,34362,abc
14154,682845,339769,899841,2020-07-27,17139,xyz
25925,320660,216689,200201,2022-10-13,7027,xyz
29535,949770,574859,410813,2022-07-11,3133,abc
26799,837089,682605,410093,2021-03-05,7259,xyz
24858,309566,658700,383678,2022-09-10,7773,xyz
19534,816039,911589,569266,2023-03-20,15746,abc
4347,257380,230963,846520,2022-12-23,11329,xyz
38155,726201,719085,275488,2023-03-17,29790,abc
38970,633194,546044,189401,2021-04-15,5573,xyz
16901,120151,512565,441181,2021-06-07,39302,xyz
11385,864099,304861,633397,2022-09-27,26256,abc
29691,685519,745137,322472,2019-09-05,12373,abc
5819,738899,454518,523976,2022-06-26,2658,abc
16639,123849,887881,709862,2021-03-30,7511,abc
39085,440897,619924,226080,2022-05-01,871,xyz
10116,761784,852544,768878,2020-07-13,14988,xyz
31496,952762,258647,741915,2022-03-28,3714,abc
30524,862131,960807,833226,2019-11-13,10773,xyz
10247,617490,651946,236380,2020-10-03,39330,abc
8187,800932,168346,433748,2023-05-25,39635,xyz
29258,186836,683745,205465,2022-12-30,5311,abc
18602,515644,797868,282684,2020-07-07,25525,xyz
23580,850667,802245,125907,2023-06-06,32031,abc
3050,497539,213838,744370,2020-01-11,754,abc
33474,885543,664643,282931,2022-08-24,13264,abc
6637,639203,904881,416995,2022-01-01,34491,xyz
2819,100117,986971,844028,2020-08-07,17975,abc
8652,627441,237441,327821,2020-05-18,3840,abc
25440,466960,905548,600045,2023-03-07,39034,abc
32356,799065,756456,701612,2020-09-18,3042,xyz
26113,749405,786180,329714,2021-09-20,30007,abc
31717,813518,675327,643378,2019-11-07,29472,abc
27089,823465,947245,259834,2019-12-16,13278,xyz
3409,493584,788612,733854,2022-02-15,2167,abc
28902,752259,446329,605363,2023-01-17,37339,xyz
25657,202744,939999,583887,2022-12-18,35479,abc
6462,552560,869660,795156,2023-05-11,1031,abc
1208,522119,118598,835380,2022-11-09,29975,xyz
23554,504652,620747,700218,2022-03-17,10659,xyz
21048,989283,849596,697571,2021-02-22,38189,xyz
30366,496227,890529,352589,2020-05-11,14034,xyz
30938,172148,366657,454234,2022-08-20,19171,xyz
37622,227740,802386,437858,2021-06-18,11759,abc
25363,805731,756648,178547,2021-01-18,28619,xyz
34560,518195,172743,370171,2023-02-14,39006,xyz
32497,333387,431835,182337,2020-11-16,39832,abc
3448,262048,505753,979147,2022-10-29,37734,abc
21739,700960,239129,167076,2023-03-23,33609,xyz
900,827994,652751,858135,2020-02-03,19806,abc
9915,630131,181730,113776,2022-01-04,17486,xyz
6745,629372,808135,346934,2021-12-21,38007,abc
13564,882450,907751,809680,2023-04-26,11162,xyz
4307,294500,494717,461095,2022-04-27,1724,xyz
19990,715643,161068,679558,2022-10-30,25443,abc
24662,519631,662615,371312,2019-08-05,4765,xyz
7293,656292,837411,504654,2022-10-03,22111,xyz
3719,176769,431988,595758,2021-01-18,23343,xyz
11715,275353,781669,119045,2020-05-26,4981,xyz
7310,714284,817758,331951,2022-11-13,8918,abc
32936,463010,208974,595939,2021-07-03,1074,xyz
399,629848,902373,620355,2020-09-10,15679,xyz
13824,767208,175447,674354,2023-03-28,32706,xyz
37691,318658,134695,224706,2023-06-15,31898,abc
15693,538206,505662,149599,2021-09-06,14360,xyz
28086,396065,984206,344162,2019-09-05,315,xyz
18325,530441,587566,985813,2021-10-30,36959,xyz
12883,100089,524212,482115,2021-09-10,18989,xyz
25704,886855,395290,528294,2020-12-10,15414,xyz
2916,137281,413960,776864,2022-11-10,8795,abc
25987,136457,786198,544597,2023-04-22,986,abc
1767,538539,849976,660086,2021-11-07,33720,xyz
9680,697439,212418,839999,2019-12-29,10329,xyz
38455,773070,803093,452607,2022-08-07,11088,xyz
12393,406838,728788,696342,2022-07-11,3791,xyz
37833,758070,839831,805403,2019-11-02,36104,abc
33188,345857,181304,668795,2020-05-07,24351,abc
20095,749295,758143,374014,2021-08-05,2842,xyz
22987,294305,545264,878660,2022-09-18,34389,abc
20111,510845,196004,125771,2023-01-24,5395,abc
4229,345679,453826,507557,2020-04-04,588,xyz
21505,773036,253854,571400,2021-02-01,31776,xyz
26504,872610,658036,284597,2023-05-14,2148,xyz
25822,326514,843516,234722,2022-01-05,4429,abc
37395,508588,586811,299956,2022-01-25,17762,abc
15081,882451,204149,926390,2022-11-22,39047,abc
16272,255890,260512,113135,2020-12-18,10636,xyz
35646,336667,900880,280371,2020-03-18,23476,xyz
22019,228347,928728,821020,2023-04-30,32714,abc
5435,584373,338953,472747,2020-10-06,16972,abc
34234,480218,339755,495378,2022-01-24,3643,abc
33498,366452,430016,521381,2022-08-07,13552,abc
17695,611583,536252,936408,2022-06-24,7700,abc
21161,392814,322486,637466,2021-03-10,32610,abc
1668,455236,645486,161138,2020-04-04,24093,xyz
24196,231416,610747,615177,2021-05-09,17773,abc
32794,828869,622165,661087,2022-10-13,26411,abc
5242,447807,650927,690796,2022-05-30,29061,abc
17000,452983,332525,332995,2020-10-14,2481,abc
24212,375396,671642,511134,2023-03-08,2446,xyz
671,647660,961297,807569,2021-01-06,11953,xyz
24794,431052,655733,822282,2020-01-18,1175,xyz
10070,188387,160803,808221,2022-10-09,33168,xyz
15347,136575,367863,829479,2021-01-12,30162,abc
17060,736909,896966,523564,2023-07-17,4395,abc
17582,928347,942357,805235,2022-11-27,21702,xyz
32359,430111,796814,108564,2022-04-26,23369,abc
36606,621183,503173,492507,2022-09-26,16962,abc
26054,120408,254286,296908,2022-12-28,7988,abc
10127,711854,410686,886035,2023-01-17,24908,abc
18035,742378,232939,801388,2023-05-05,23090,xyz
28963,784520,262007,261693,2019-08-02,25333,abc
22314,103685,998947,125791,2023-05-12,18818,xyz
24090,912355,405995,235622,2019-10-25,14683,xyz
6630,521143,548455,863994,2021-04-01,36624,xyz
28872,466423,496748,924756,2019-08-01,35668,xyz
35330,414081,665180,383012,2021-09-22,36694,xyz
34739,800889,717954,719024,2021-09-20,39376,abc
33831,442671,302531,791734,2021-08-09,7068,xyz
25206,482136,643946,389441,2020-06-22,4331,xyz
21097,418722,713504,483997,2021-12-28,14254,abc
30186,702159,641742,102626,2020-09-05,751,abc
12066,808946,559707,129937,2020-03-29,32626,xyz
19111,517290,507731,181581,2022-12-18,28700,xyz
6863,219416,624133,227213,2019-11-19,9307,xyz
24002,820621,965217,486436,2022-11-26,479,abc
35056,939658,471583,749934,2021-03-15,14591,xyz
19876,256400,125010,822135,2020-12-30,20212,xyz
14419,739270,358608,322667,2022-01-06,32834,xyz
31887,709141,718061,163108,2020-08-22,20275,abc
21232,835745,664687,544583,2023-06-08,7650,abc
15356,466607,782018,848075,2023-01-11,870,abc
30752,814963,443055,348835,2023-02-03,17124,abc
7875,950858,222901,472155,2023-07-06,20985,abc
24968,833076,291875,341013,2023-01-25,25246,abc
13277,219812,714645,114288,2021-03-02,32665,abc
31359,271749,777038,605154,2020-06-19,37202,abc
17912,291192,282820,428246,2020-04-02,38493,xyz
21674,511943,878916,287802,2021-09-03,9015,xyz
5881,539318,470298,749481,2020-10-17,5380,abc
21298,834364,990154,237862,2021-12-13,35024,abc
37963,891735,250458,798881,2021-04-04,27273,xyz
13400,474578,741485,251772,2019-09-29,35273,xyz
22327,264174,533894,136464,2019-09-12,13599,abc
16073,606550,175336,743767,2022-06-30,34870,abc
16730,405973,975019,245426,2020-04-13,23804,xyz
20881,958789,258766,458862,2019-10-04,37483,abc
5821,391981,865326,840525,2020-03-15,3841,abc
10583,684496,645562,483098,2021-10-01,12751,abc
26203,946828,401142,958926,2022-04-03,3412,xyz
23207,434136,951094,315541,2020-12-04,29136,abc
9313,954761,787121,817418,2022-08-01,38913,abc
3846,476437,792764,402139,2023-06-20,27255,xyz
32978,217406,533364,249303,2019-12-05,24186,xyz
8126,857608,250589,457307,2022-03-06,2883,xyz
29741,268837,372073,630158,2022-10-02,39294,abc
33965,981504,609647,555656,2020-10-24,12563,xyz
20351,884807,144476,462846,2023-04-21,28979,abc
13736,791904,406105,915008,2023-05-24,17379,abc
30232,894382,702000,443100,2019-09-20,35156,xyz
26370,588020,916424,868920,2019-08-11,8171,abc
14749,535736,773742,925404,2021-08-29,35328,abc
25785,435290,201216,626870,2020-07-26,9626,xyz
8305,592745,810331,556362,2023-06-20,31073,xyz
25671,920415,896568,602792,2020-02-03,5548,xyz
24774,492711,483696,653957,2021-12-20,14975,abc
2082,146893,439231,660791,2021-12-30,29971,abc
27921,436066,606691,373605,2020-09-23,37841,xyz
32374,221522,957968,716735,2023-04-02,29077,xyz
17928,524323,738041,672986,2022-07-05,7369,xyz
11976,833289,170743,911617,2021-03-15,36639,xyz
21050,266910,184424,533317,2021-07-16,1210,xyz
29383,245299,936329,258110,2022-01-17,2941,xyz
14890,942643,575526,134764,2022-11-17,11476,xyz
25383,119167,110894,369622,2021-10-26,14126,xyz
22581,913235,237391,521097,2021-01-02,14597,abc
33968,516501,628082,265156,2019-11-02,18733,abc
13656,165106,108888,733872,2021-03-22,28062,xyz
36153,219522,760238,944654,2021-01-23,9771,xyz
36947,911451,507817,119256,2022-11-12,20301,xyz
13299,470081,430056,975979,2020-06-29,12286,abc
30814,905155,785789,769209,2021-04-01,24546,abc
14125,684274,890805,350276,2019-09-21,22527,abc
32044,439172,315874,152267,2020-04-22,22609,xyz
22322,583604,209865,650275,2021-09-06,16455,xyz
28571,485468,614590,912442,2021-02-18,14431,abc
3815,389851,514701,180357,2020-03-06,26937,abc
6124,157243,743335,715465,2022-05-28,25028,abc
13886,654933,652219,225773,2023-05-30,16427,xyz
17923,262340,520160,412811,2021-04-22,33870,abc
32814,248069,706638,700484,2022-09-23,14971,abc
21713,340408,565849,223893,2022-01-25,19611,xyz
3267,781944,492140,897484,2019-09-10,36687,abc
16470,230141,315872,282528,2019-08-24,33974,xyz
36166,765217,233551,689190,2021-11-01,19493,xyz
9461,145259,478266,621437,2020-07-11,32893,xyz
9837,501570,482946,367260,2022-01-01,11628,abc
36978,946171,286951,900601,2020-01-30,33171,abc
30812,721964,453569,700715,2019-11-03,36659,xyz
16181,260071,912145,638820,2021-09-09,35165,xyz
20417,713957,398375,578398,2022-10-18,24810,xyz
12989,641785,798963,933722,2019-08-04,39073,abc
14709,817425,953413,483735,2020-07-03,19404,xyz
31242,217545,878336,544512,2022-09-16,33765,xyz
20403,939825,281999,917346,2020-09-09,38328,xyz
19131,288737,921116,613340,2021-06-29,21834,abc
656,314713,937848,439573,2020-06-20,22738,xyz
29425,287716,503848,540979,2021-08-19,36934,abc
19958,404968,120239,112179,2020-06-03,34288,xyz
153,774346,282410,897221,2022-08-29,31752,abc
30885,400205,571807,296574,2022-05-06,4037,abc
12473,376117,611750,335344,2020-10-25,11650,abc
9009,278531,318582,241630,2020-03-02,36185,xyz
19100,565337,437596,413936,2022-06-08,32123,xyz
11572,598442,936720,249546,2023-05-08,3243,abc
14581,700023,649568,346611,2019-12-23,38328,abc
16881,463085,727341,164804,2019-10-28,475,xyz
35447,143029,135004,139162,2021-11-20,872,abc
37718,942697,984674,926807,2019-11-01,11653,abc
19387,648256,880191,443845,2022-04-04,1925,xyz
9927,601583,258530,522443,2022-01-11,5629,abc
1354,878784,832582,722163,2019-12-27,32262,abc
30600,524377,708780,362774,2021-01-08,27512,abc
30738,944020,898121,361944,2023-03-20,5062,xyz
31967,133467,759692,919370,2021-05-18,18153,xyz
5548,842873,758053,240192,2021-01-25,15935,xyz
2538,630897,832252,583208,2020-10-13,4573,xyz
13853,606796,602486,240132,2022-10-29,8499,abc
9071,180507,468715,539907,2020-08-01,18263,xyz
32604,470790,280158,820133,2022-09-14,1003,abc
37065,608193,165335,170702,2021-08-18,28828,abc
20889,969976,367114,195262,2020-03-31,38180,abc
31642,438271,409901,520017,2022-01-16,16966,abc
20187,171177,737419,735281,2020-07-14,10750,xyz
818,937658,526504,110136,2020-07-01,21733,abc
5272,909587,636560,476346,2019-12-19,27938,abc
6437,402091,185410,930849,2020-07-08,36314,abc
35662,489453,433437,471497,2019-08-04,25397,abc
5829,258234,844527,565017,2022-08-17,10360,xyz
34152,927200,944197,997911,2020-06-27,29421,abc
14626,846706,193465,395500,2019-07-31,8895,abc
27853,771341,775888,304052,2023-05-25,12818,xyz
21912,408377,957296,967550,2021-01-31,30429,xyz
34135,533268,536811,191374,2023-01-03,37258,abc
23581,793611,370991,896862,2021-08-23,9867,xyz
