security_id,security_name,security_type,quantity,market_value,purchase_date,purchase_price,purchase_value
2656,Savage LLC securities,Government Bonds,17,15218,2021-03-16,888,15110
2657,Reyes Lang and Reid securities,Mortgage-Backed Securities,26,27316,2020-04-09,1035,26926
2658,Miles and Sons securities,Money Market Instruments,8,17082,2019-08-24,2076,16612
2659,Hughes-Scott securities,Equity Securities,30,62437,2017-03-03,2076,62298
2660,Torres Barber and Williams securities,Treasury Bills,97,37345,2022-08-12,381,36994
2661,Washington LLC securities,Government Bonds,17,99494,2023-03-19,5819,98937
2662,Hodge Moore and Jensen securities,Corporate Bonds,33,89899,2022-06-06,2720,89774
2663,Sellers-Keith securities,Equity Securities,10,51630,2019-10-04,5132,51329
2664,Daniels and Sons securities,Asset-Backed Securities,63,40780,2016-09-06,642,40504
2665,Johnson Lawson and Maldonado securities,Asset-Backed Securities,63,55741,2021-08-05,882,55609
2666,Fuller Bradford and Chung securities,Corporate Bonds,26,12580,2019-03-03,471,12256
2667,Horn-Walters securities,Money Market Instruments,65,60077,2020-08-25,917,59665
2668,Smith Pearson and Campbell securities,Asset-Backed Securities,75,20188,2022-08-06,264,19850
2669,Johnson Ltd securities,Government Bonds,72,47708,2017-08-30,657,47357
2670,Butler Ltd securities,Foreign Exchange,55,48926,2020-01-13,886,48743
2671,Neal Inc securities,Mortgage-Backed Securities,77,57200,2021-04-05,740,57009
2672,Suarez-Smith securities,Mortgage-Backed Securities,75,73615,2018-06-18,977,73293
2673,Tucker Swanson and Ryan securities,Equity Securities,14,60066,2023-03-31,4247,59461
2674,Olsen Ryan and Silva securities,Asset-Backed Securities,69,23679,2022-07-22,337,23276
2675,Bond Chen and Bruce securities,Treasury Bills,92,30358,2023-01-14,326,30056
2676,Howard-Rios securities,Government Bonds,96,19268,2022-11-14,196,18870
2677,Davis Hunter and Beasley securities,Government Bonds,30,92794,2020-10-15,3072,92187
2678,Steele Inc securities,Mortgage-Backed Securities,97,37370,2019-04-16,382,37088
2679,Butler Inc securities,Money Market Instruments,1,71619,2022-10-28,71054,71054
2680,Rodriguez Reed and Velasquez securities,Government Bonds,3,37787,2020-10-05,12478,37436
2681,White Inc securities,Asset-Backed Securities,4,83520,2017-03-11,20837,83349
2682,Davis Simpson and Horton securities,Equity Securities,90,13635,2023-03-17,149,13471
2683,Hamilton-Harris securities,Government Bonds,90,15945,2022-12-04,171,15415
2684,Davis-Bruce securities,Government Bonds,10,37232,2017-10-05,3666,36668
2685,Cooper-Downs securities,Asset-Backed Securities,39,44917,2017-12-06,1146,44702
2686,Ruiz Castro and Mason securities,Equity Securities,8,15902,2019-02-24,1901,15211
2687,Massey Martin and Jimenez securities,Mortgage-Backed Securities,42,71118,2021-05-14,1685,70804
2688,Taylor Stewart and Taylor securities,Foreign Exchange,68,68176,2016-07-29,995,67695
2689,Poole-Sanders securities,Foreign Exchange,58,33078,2022-08-25,558,32411
2690,Johnson Phillips and Gomez securities,Government Bonds,36,48306,2022-12-08,1325,47715
2691,Guerra Daniel and Jones securities,Mortgage-Backed Securities,81,29451,2023-05-17,356,28854
2692,Turner Walker and Hernandez securities,Foreign Exchange,55,36520,2022-11-15,651,35830
2693,Perez Sanders and Rosario securities,Corporate Bonds,44,15051,2017-07-30,328,14462
2694,Grimes-Wong securities,Treasury Bills,15,33318,2022-10-03,2206,33096
2695,Russell-Porter securities,Equity Securities,77,11144,2022-10-29,143,11015
2696,Lang Ltd securities,Corporate Bonds,55,59317,2018-05-30,1068,58757
2697,Barnett Richardson and Velasquez securities,Money Market Instruments,16,27326,2022-11-15,1686,26979
2698,Allen Inc securities,Mortgage-Backed Securities,33,17889,2017-03-30,535,17658
2699,Stewart Malone and Bennett securities,Money Market Instruments,37,93173,2016-08-21,2503,92640
2700,Jones Group securities,Equity Securities,1,52540,2018-03-20,51934,51934
2701,Lewis Knapp and Knox securities,Foreign Exchange,86,67207,2018-11-20,776,66795
2702,Robinson-Bennett securities,Foreign Exchange,78,46192,2018-03-11,586,45753
2703,Curry Brown and Alvarado securities,Mortgage-Backed Securities,22,21564,2018-05-19,964,21228
2704,Lewis-Banks securities,Money Market Instruments,60,19593,2018-01-19,317,19070
2705,Krause Pineda and Duarte securities,Government Bonds,99,63681,2017-07-27,640,63432
2706,Norman PLC securities,Asset-Backed Securities,34,25093,2020-01-08,725,24671
2707,Young Todd and Stanley securities,Treasury Bills,16,28446,2023-04-12,1735,27771
2708,Price LLC securities,Government Bonds,99,41363,2018-04-14,412,40813
2709,Porter Group securities,Equity Securities,12,29596,2018-04-11,2444,29330
2710,Perry-Hall securities,Foreign Exchange,31,89553,2017-03-11,2870,88989
2711,Hughes Group securities,Asset-Backed Securities,76,96162,2022-11-03,1261,95867
2712,Miller-Morrow securities,Corporate Bonds,48,38850,2018-04-27,799,38385
2713,Little-Chaney securities,Money Market Instruments,29,90924,2022-08-29,3121,90533
2714,King-Mayo securities,Asset-Backed Securities,7,81994,2020-08-13,11697,81884
2715,Lee Morris and Ray securities,Equity Securities,80,73478,2022-11-09,909,72783
2716,Willis-Clark securities,Mortgage-Backed Securities,64,89482,2022-05-03,1388,88847
2717,Jones-Villanueva securities,Mortgage-Backed Securities,56,6218,2023-03-02,101,5671
2718,Garcia Simpson and Wilson securities,Asset-Backed Securities,10,52956,2021-03-30,5250,52503
2719,Yang-Miller securities,Money Market Instruments,46,48712,2021-11-25,1050,48335
2720,Simpson Inc securities,Government Bonds,5,8811,2017-05-02,1676,8380
2721,Whitehead Pacheco and Simpson securities,Treasury Bills,93,15622,2017-02-12,162,15158
2722,Bullock-Thomas securities,Foreign Exchange,35,94027,2020-10-02,2667,93366
2723,Calhoun Group securities,Asset-Backed Securities,24,84708,2019-10-20,3518,84435
2724,Roberson-Shannon securities,Money Market Instruments,86,62500,2022-09-15,721,62054
2725,Olsen Bradley and Booth securities,Equity Securities,62,99188,2020-12-05,1591,98702
2726,Mendoza Inc securities,Money Market Instruments,26,89579,2016-11-29,3427,89126
2727,Adkins-Walker securities,Equity Securities,81,63042,2022-03-23,776,62902
2728,Matthews-Daniels securities,Government Bonds,88,23096,2018-08-01,259,22833
2729,Daniels LLC securities,Treasury Bills,74,28806,2019-11-27,379,28118
2730,Soto Evans and Hernandez securities,Foreign Exchange,36,25747,2018-05-10,699,25177
2731,King Group securities,Corporate Bonds,73,55379,2017-07-19,755,55134
2732,Johnson Perez and Landry securities,Government Bonds,93,84828,2016-12-12,909,84540
2733,Hudson Inc securities,Corporate Bonds,4,57452,2021-11-13,14292,57170
2734,Case Sharp and Fischer securities,Treasury Bills,43,78840,2016-10-13,1817,78163
2735,Holmes-Martinez securities,Corporate Bonds,88,22875,2017-06-21,254,22369
2736,Castillo Carpenter and Scott securities,Money Market Instruments,98,37543,2021-04-27,380,37265
2737,Avery Group securities,Treasury Bills,38,94281,2017-05-10,2471,93905
2738,Walsh-Brown securities,Equity Securities,36,15231,2016-07-11,411,14799
2739,Burton-Parker securities,Government Bonds,84,23850,2020-07-04,282,23729
2740,Yoder LLC securities,Treasury Bills,30,5925,2017-03-05,178,5362
2741,Boone PLC securities,Treasury Bills,56,42771,2018-03-29,758,42469
2742,Franklin PLC securities,Mortgage-Backed Securities,80,44169,2021-05-16,547,43823
2743,Briggs-Davis securities,Corporate Bonds,100,46900,2018-04-07,465,46546
2744,Matthews Ltd securities,Government Bonds,35,18334,2023-02-10,511,17919
2745,Anderson Ltd securities,Asset-Backed Securities,19,54871,2020-09-05,2860,54341
2746,Hines Keith and Wall securities,Money Market Instruments,55,6761,2023-05-11,119,6576
2747,Thompson Inc securities,Asset-Backed Securities,48,99356,2020-12-06,2062,99017
2748,Morgan-Robinson securities,Government Bonds,88,91273,2022-05-17,1033,90908
2749,Nelson LLC securities,Foreign Exchange,16,38231,2021-02-05,2358,37738
2750,Rios-Walker securities,Government Bonds,5,64251,2019-09-02,12794,63971
2751,Walker-Black securities,Corporate Bonds,7,20403,2020-01-17,2868,20080
2752,Carroll Copeland and White securities,Corporate Bonds,66,28853,2021-06-06,430,28427
2753,Bishop Quinn and Mason securities,Corporate Bonds,3,95337,2021-08-12,31583,94750
2754,Jones and Sons securities,Mortgage-Backed Securities,86,42980,2020-08-20,492,42375
2755,Garcia Ltd securities,Corporate Bonds,62,19944,2016-10-27,319,19802
2756,Campbell LLC securities,Mortgage-Backed Securities,37,78621,2017-04-22,2113,78199
2757,Oconnor PLC securities,Foreign Exchange,68,57163,2018-07-12,833,56647
2758,Key-Hill securities,Equity Securities,51,90243,2018-11-16,1764,89984
2759,Hanson-Martinez securities,Treasury Bills,59,71963,2017-03-25,1211,71485
2760,Lowery and Sons securities,Money Market Instruments,12,41368,2019-05-27,3430,41171
2761,Richardson Inc securities,Treasury Bills,58,83033,2019-10-09,1423,82575
2762,Sullivan and Sons securities,Treasury Bills,90,8415,2018-04-27,90,8182
2763,Porter Inc securities,Asset-Backed Securities,94,38190,2018-01-23,402,37873
2764,Thomas and Sons securities,Foreign Exchange,60,14314,2020-06-10,227,13640
2765,Houston-Nguyen securities,Money Market Instruments,35,55002,2017-01-29,1566,54834
2766,Watkins Ltd securities,Money Market Instruments,8,8629,2016-12-27,1056,8450
2767,Kelley Inc securities,Equity Securities,17,56631,2018-07-15,3292,55980
2768,Garcia Walters and Wagner securities,Money Market Instruments,1,15638,2020-10-13,15235,15235
2769,Fischer Baker and Orr securities,Treasury Bills,12,65485,2020-02-25,5405,64860
2770,Ballard Inc securities,Money Market Instruments,52,88417,2020-09-21,1694,88132
2771,Marshall Cobb and Medina securities,Corporate Bonds,17,30180,2023-04-12,1759,29911
2772,Abbott Inc securities,Corporate Bonds,35,69038,2017-09-04,1966,68841
2773,Smith Davis and Willis securities,Money Market Instruments,74,30776,2020-10-09,409,30276
2774,Hopkins and Sons securities,Foreign Exchange,56,19474,2021-03-02,344,19310
2775,Macdonald Brown and King securities,Asset-Backed Securities,47,61393,2019-05-28,1295,60909
2776,Williams Weaver and Jackson securities,Foreign Exchange,85,87396,2018-02-26,1022,86901
2777,Dawson Jarvis and Guzman securities,Equity Securities,54,62614,2017-11-04,1152,62251
2778,Woodward Barnes and Klein securities,Mortgage-Backed Securities,38,5622,2019-07-14,138,5273
2779,Lopez Wright and Hart securities,Treasury Bills,75,59026,2017-05-29,783,58799
2780,Mendez PLC securities,Money Market Instruments,3,80864,2018-05-02,26773,80321
2781,Wheeler PLC securities,Government Bonds,20,63596,2017-02-23,3168,63378
2782,Newton Baker and Kelly securities,Corporate Bonds,73,67582,2020-08-29,917,66983
2783,Beck-Smith securities,Money Market Instruments,8,69530,2021-06-02,8651,69209
2784,Martin Ltd securities,Government Bonds,40,35726,2018-09-07,886,35459
2785,Velasquez Ltd securities,Treasury Bills,79,76201,2022-10-31,959,75780
2786,Reilly Group securities,Asset-Backed Securities,47,28471,2020-05-30,594,27930
2787,Moreno Johns and Macdonald securities,Treasury Bills,59,95876,2021-12-22,1621,95676
2788,Deleon Group securities,Money Market Instruments,2,79846,2022-01-11,39791,79582
2789,Riley PLC securities,Equity Securities,37,79711,2017-01-01,2145,79399
2790,Wells LLC securities,Corporate Bonds,10,28956,2023-02-27,2835,28353
2791,Ward Ltd securities,Mortgage-Backed Securities,7,78432,2021-01-07,11165,78158
2792,Jenkins and Sons securities,Asset-Backed Securities,20,28204,2023-03-23,1397,27942
2793,Holmes-Lynch securities,Money Market Instruments,70,77354,2019-07-31,1097,76829
2794,Johnson Nunez and Hickman securities,Money Market Instruments,42,38312,2021-11-13,908,38160
2795,Baker Sanders and Mueller securities,Treasury Bills,75,32899,2017-05-28,431,32372
2796,Cummings Watson and Martin securities,Equity Securities,54,87868,2018-02-03,1624,87697
2797,Flynn and Sons securities,Equity Securities,12,64300,2022-04-15,5310,63729
2798,White Nelson and Powers securities,Equity Securities,82,51800,2017-01-05,624,51215
2799,Garcia Chang and Daniels securities,Money Market Instruments,48,34136,2018-07-17,704,33809
2800,Patrick-Jones securities,Mortgage-Backed Securities,10,9917,2022-09-24,973,9737
2801,Clark Ltd securities,Asset-Backed Securities,7,89099,2018-07-21,12709,88967
2802,Moreno Group securities,Asset-Backed Securities,9,85908,2022-03-18,9475,85280
2803,Cooke Johnson and Hernandez securities,Mortgage-Backed Securities,21,87220,2021-12-25,4131,86756
2804,Smith PLC securities,Asset-Backed Securities,26,39245,2021-08-20,1503,39085
2805,Pennington PLC securities,Treasury Bills,12,84115,2021-06-08,6952,83429
2806,Elliott-Duarte securities,Corporate Bonds,52,94599,2018-07-11,1817,94495
2807,Stewart-Morris securities,Mortgage-Backed Securities,19,14641,2019-03-30,756,14379
2808,Parker Anderson and Chen securities,Government Bonds,17,62003,2021-03-21,3609,61361
2809,Hatfield Matthews and White securities,Asset-Backed Securities,78,64226,2017-07-02,819,63940
2810,Sweeney-Johnson securities,Mortgage-Backed Securities,89,62848,2019-06-03,701,62418
2811,Stokes-Dennis securities,Government Bonds,21,63925,2019-12-02,3032,63686
2812,Ramirez-Bowers securities,Money Market Instruments,1,9439,2021-06-03,8863,8863
2813,Medina-Hernandez securities,Foreign Exchange,41,72055,2021-04-16,1745,71582
2814,Moore Brown and Cole securities,Treasury Bills,65,59160,2021-12-28,903,58725
2815,Brooks Sutton and Franklin securities,Government Bonds,43,73054,2021-02-23,1690,72678
2816,Johnson Henderson and Proctor securities,Money Market Instruments,71,60141,2022-01-26,843,59916
2817,Sawyer-Blackburn securities,Corporate Bonds,35,80458,2017-10-21,2280,79824
2818,Edwards-Johnson securities,Corporate Bonds,67,21111,2023-06-02,305,20474
2819,Winters Parrish and Logan securities,Government Bonds,60,86316,2023-04-21,1436,86183
2820,Gray-Peterson securities,Government Bonds,31,85667,2023-01-17,2758,85503
2821,Dennis-Perez securities,Government Bonds,57,52668,2018-12-02,915,52205
2822,Cantrell-Jimenez securities,Corporate Bonds,5,62618,2016-10-30,12473,62367
2823,Chen-Riley securities,Corporate Bonds,85,23438,2021-09-07,273,23205
2824,Smith Villanueva and Smith securities,Money Market Instruments,62,17243,2021-04-30,267,16577
2825,Miller Anderson and Roberts securities,Foreign Exchange,93,37305,2022-07-25,396,36860
2826,Arnold-Richards securities,Money Market Instruments,4,23200,2023-02-07,5653,22612
2827,Burns-Pineda securities,Treasury Bills,77,44615,2020-11-28,573,44183
2828,Myers PLC securities,Mortgage-Backed Securities,63,84353,2019-01-11,1328,83673
2829,Navarro LLC securities,Treasury Bills,62,77922,2017-10-05,1246,77272
2830,Perry-Robinson securities,Asset-Backed Securities,94,47545,2019-04-14,501,47145
2831,Zamora-Perez securities,Treasury Bills,22,7315,2020-06-06,311,6861
2832,Lewis PLC securities,Asset-Backed Securities,38,41821,2022-03-30,1087,41328
2833,Morgan-Mclean securities,Foreign Exchange,95,63527,2016-07-18,667,63402
2834,Graves-Carter securities,Treasury Bills,31,81926,2020-03-25,2635,81705
2835,Gonzalez Ltd securities,Government Bonds,96,52890,2021-02-27,546,52485
2836,Phillips and Sons securities,Mortgage-Backed Securities,1,48437,2021-04-04,47877,47877
2837,Walker Fitzgerald and Gonzalez securities,Money Market Instruments,34,96202,2018-09-23,2816,95767
2838,Crawford-Roy securities,Government Bonds,5,48046,2020-11-06,9577,47885
2839,Mcclure Roman and Davis securities,Mortgage-Backed Securities,85,39007,2019-04-02,456,38789
2840,Harris Ltd securities,Treasury Bills,96,80275,2017-05-20,831,79813
2841,Bowman Shah and Fowler securities,Government Bonds,59,52826,2023-07-04,892,52632
2842,Curry-Stevens securities,Government Bonds,21,40618,2022-07-04,1902,39953
2843,Davis Howard and Vasquez securities,Money Market Instruments,84,83302,2023-03-18,988,83013
2844,Hernandez-Christian securities,Asset-Backed Securities,48,40904,2019-12-09,848,40705
2845,Buck-Stewart securities,Treasury Bills,39,76860,2019-09-19,1959,76428
2846,Harris-Mcfarland securities,Corporate Bonds,85,95979,2022-04-20,1123,95514
2847,Jones-Lee securities,Treasury Bills,16,71419,2021-07-26,4422,70764
2848,Miller Pace and Lopez securities,Foreign Exchange,10,53813,2019-05-27,5322,53221
2849,Edwards PLC securities,Corporate Bonds,92,41981,2022-06-08,453,41696
2850,York-Swanson securities,Treasury Bills,38,91944,2018-12-20,2412,91692
2851,Alvarado Dyer and Rowe securities,Asset-Backed Securities,69,14162,2022-06-01,199,13786
2852,Cohen Inc securities,Equity Securities,93,51126,2021-06-22,545,50761
2853,Smith Inc securities,Mortgage-Backed Securities,93,15725,2017-02-09,164,15328
2854,Rodriguez-Clark securities,Foreign Exchange,64,72703,2021-11-18,1126,72066
2855,Taylor Ltd securities,Corporate Bonds,22,38397,2022-10-23,1715,37738
2856,Brooks-Fleming securities,Money Market Instruments,57,34943,2022-07-04,604,34446
2857,Carter Inc securities,Mortgage-Backed Securities,35,14413,2023-05-30,399,13977
2858,Ray-Rodriguez securities,Money Market Instruments,73,73221,2019-03-27,1001,73112
2859,Morrison PLC securities,Treasury Bills,37,13499,2022-04-26,355,13135
