asset_id,asset_type,purchase_date,purchase_cost,current_cost
3187,IT Software,2022-05-19,13245,13923
3188,Equipment,2016-11-26,5400,4540
3189,IT Software,2023-01-24,6237,6872
3190,IT Software,2014-10-17,4869,5539
3191,Building,2015-11-08,982162,1022820
3192,Land,2018-11-28,365651,504692
3193,Land,2016-09-16,435274,648270
3194,Equipment,2016-09-06,9192,2355
3195,Vehicle,2020-02-02,31621,6207
3196,Vehicle,2019-02-04,14683,5458
3197,IT Software,2021-05-14,10575,10737
3198,IT Software,2018-05-02,8897,9434
3199,Building,2020-11-12,396423,429172
3200,IT Software,2019-02-23,6402,6974
3201,Vehicle,2017-09-22,20416,9888
3202,Land,2016-12-06,170001,452812
3203,Equipment,2014-06-02,7648,2449
3204,Equipment,2022-11-04,8776,4893
3205,IT Software,2022-06-26,15069,15176
3206,Building,2019-08-04,649986,738022
3207,IT Software,2013-12-04,1480,2402
3208,Land,2021-08-14,438666,633946
3209,Building,2015-11-25,863932,891007
3210,Vehicle,2022-08-25,18598,5293
3211,IT Software,2015-05-31,13094,14084
3212,Vehicle,2014-11-28,44590,6990
3213,Vehicle,2021-10-01,36854,9013
3214,Building,2020-04-22,203747,214601
3215,Vehicle,2015-10-04,13598,9273
3216,Land,2016-05-16,494092,725002
3217,IT Software,2018-05-22,13181,13908
3218,Land,2022-08-27,425674,783701
3219,IT Software,2022-10-12,10355,10856
3220,IT Software,2021-12-21,16844,17028
3221,Vehicle,2018-08-16,13607,5268
3222,IT Software,2019-06-23,11189,11505
3223,Equipment,2015-08-05,5300,3198
3224,Equipment,2021-08-23,5099,3753
3225,Vehicle,2019-01-31,12541,5292
3226,Vehicle,2013-08-17,39342,9008
3227,Land,2021-12-30,491275,632579
3228,IT Software,2017-04-18,16613,17424
3229,Equipment,2020-08-19,7277,3468
3230,Equipment,2019-04-01,8977,3553
3231,Building,2015-05-12,194477,246460
3232,IT Software,2018-09-13,3913,4496
3233,Vehicle,2018-12-01,18008,5453
3234,Vehicle,2022-04-21,10330,9993
3235,IT Software,2020-09-23,1160,1970
3236,Land,2018-05-06,253467,368813
3237,Land,2015-08-09,391720,607365
3238,Building,2014-10-29,389931,417022
3239,Vehicle,2014-10-25,49144,9745
3240,Equipment,2014-10-19,9271,2211
3241,IT Software,2014-11-13,11482,11960
3242,Equipment,2014-05-09,7183,3506
3243,Equipment,2017-01-21,8833,1697
3244,Land,2023-04-07,465576,924294
3245,IT Software,2021-03-10,8079,8330
3246,Building,2022-10-14,676886,696196
3247,Vehicle,2023-07-12,24007,5608
3248,Building,2018-01-02,461833,519931
3249,Vehicle,2018-09-02,48275,9194
3250,Equipment,2019-09-05,5714,3834
3251,Equipment,2022-03-22,9668,2124
3252,Building,2021-10-05,182530,224263
3253,Land,2014-01-25,324900,554199
3254,Vehicle,2019-03-15,19570,8411
3255,Land,2021-11-16,179765,390996
3256,Vehicle,2020-09-17,45824,7512
3257,Vehicle,2017-03-30,16399,9531
3258,IT Software,2016-09-14,18157,18594
3259,Building,2017-10-24,546119,608853
3260,Land,2021-02-25,470908,611687
3261,Land,2023-06-02,423142,833653
3262,Vehicle,2022-01-23,37856,5678
3263,Land,2020-06-16,246581,413919
3264,Vehicle,2020-06-30,47626,8208
3265,Vehicle,2019-12-02,19737,5492
3266,IT Software,2020-01-17,14781,15519
3267,Land,2017-03-21,390850,729789
3268,Land,2017-08-08,417722,565790
3269,Vehicle,2015-10-14,40980,9850
3270,Vehicle,2017-02-01,45610,8487
3271,Equipment,2021-12-22,6267,1248
3272,Equipment,2020-11-26,8278,1254
3273,Vehicle,2018-09-29,22169,6222
3274,IT Software,2018-02-16,8453,9289
3275,Vehicle,2019-03-14,27529,8477
3276,Vehicle,2014-02-18,30674,8687
3277,Equipment,2016-06-21,7691,3771
3278,Land,2021-11-16,250413,628082
3279,Vehicle,2014-09-29,32745,8930
3280,Building,2019-10-24,335950,386156
3281,Equipment,2019-03-03,7717,2046
3282,Equipment,2020-11-22,6895,2450
3283,Building,2015-06-23,105833,163033
3284,IT Software,2018-07-13,7121,7687
3285,Land,2021-01-12,103844,270201
3286,IT Software,2021-08-21,2880,3635
3287,Equipment,2020-02-09,7266,1334
3288,Land,2021-03-17,493084,668852
3289,Equipment,2022-07-26,8797,1336
3290,Building,2019-07-02,868145,940569
3291,Building,2020-01-18,691611,741809
3292,Vehicle,2018-12-04,46574,7600
3293,Vehicle,2022-03-27,21394,6172
3294,Building,2020-12-20,457414,512114
3295,Vehicle,2014-05-11,43547,9144
3296,Equipment,2016-03-28,7406,4137
3297,Vehicle,2016-04-08,17436,9697
3298,Vehicle,2018-01-07,11498,7227
3299,Equipment,2020-04-30,5234,1940
3300,Equipment,2022-11-16,6898,3345
3301,Vehicle,2019-12-31,34140,8789
3302,Equipment,2021-10-03,9432,3994
3303,Land,2023-03-28,380509,873928
3304,Building,2018-03-24,568419,601762
3305,IT Software,2018-12-27,2983,3492
3306,Equipment,2022-03-10,9999,4962
3307,Equipment,2017-02-22,5853,3413
3308,Equipment,2022-05-06,6645,1163
3309,Land,2017-04-22,173609,541668
3310,Building,2016-01-23,929144,957072
3311,Building,2013-11-19,336752,383497
3312,Building,2021-09-02,848045,866769
3313,IT Software,2018-04-26,1720,2512
3314,Building,2019-06-24,732979,770945
3315,Land,2015-09-29,147549,437243
3316,Equipment,2016-04-24,8306,1801
3317,IT Software,2016-05-31,2429,2429
3318,Vehicle,2014-05-18,18047,6213
3319,Building,2017-12-04,204554,257609
3320,Land,2023-01-22,118588,514374
3321,Equipment,2023-02-23,6058,3656
3322,Building,2020-09-16,122496,164904
3323,Equipment,2015-08-28,8402,1169
3324,Building,2022-09-28,439230,509856
3325,Equipment,2013-09-03,8601,4185
3326,Land,2018-07-15,382772,751297
3327,IT Software,2020-05-31,12805,13512
3328,Building,2019-06-07,133391,143802
3329,Land,2019-11-07,153538,267755
3330,Vehicle,2016-04-01,25231,9746
3331,Land,2019-08-08,336525,755672
3332,IT Software,2018-03-01,4934,5782
3333,Vehicle,2023-02-08,46610,9820
3334,Equipment,2016-01-03,5761,2703
3335,IT Software,2017-09-15,2413,2975
3336,Vehicle,2022-11-07,49505,6669
3337,IT Software,2017-09-21,18562,19221
3338,Equipment,2021-05-05,6477,1037
3339,IT Software,2017-01-05,6478,6728
3340,Building,2015-10-01,869425,927115
3341,Land,2021-09-13,465384,635002
3342,Building,2014-01-16,466726,488410
3343,Vehicle,2023-01-06,42429,6642
3344,Land,2023-05-29,447728,800462
3345,Vehicle,2016-12-06,31042,7588
3346,Land,2014-06-02,466023,619632
3347,Vehicle,2019-07-19,39283,5192
3348,Vehicle,2016-04-15,11064,8829
3349,Building,2021-11-16,792612,884694
3350,IT Software,2017-10-05,4887,5344
3351,Building,2020-06-20,854266,936494
3352,Vehicle,2019-11-21,47071,6926
3353,Equipment,2014-06-19,8430,2370
3354,Land,2016-06-08,494948,868273
3355,Vehicle,2018-06-06,25196,5770
3356,IT Software,2019-05-10,13391,13626
3357,Land,2016-09-29,210666,589868
3358,Equipment,2021-07-28,5238,1146
3359,IT Software,2023-05-19,4848,5049
3360,Building,2017-01-16,700927,752320
3361,Equipment,2016-12-29,7896,2192
3362,Vehicle,2016-09-28,38669,7280
3363,Building,2020-10-04,390050,438546
3364,Land,2014-06-15,116618,442598
3365,Land,2023-05-27,315754,525141
3366,Equipment,2020-04-07,7225,2357
3367,Equipment,2022-07-02,5028,1942
3368,IT Software,2022-08-19,7687,8483
3369,Building,2022-05-13,926032,969378
3370,Land,2020-03-23,464807,922500
3371,Land,2019-01-18,406834,598844
3372,Building,2016-06-29,732250,765086
3373,Vehicle,2016-09-20,41767,8367
3374,Land,2015-12-24,172809,663086
3375,Equipment,2021-01-21,8858,4345
3376,IT Software,2023-03-13,11308,12144
3377,Building,2020-02-24,329368,365491
3378,Land,2016-04-11,220739,453506
3379,Vehicle,2019-01-07,32198,6785
3380,Land,2019-07-24,217928,343220
3381,IT Software,2017-11-05,11128,11958
3382,Building,2015-07-24,919385,937439
3383,IT Software,2021-01-28,17538,18176
3384,IT Software,2023-03-09,9398,10176
3385,IT Software,2022-03-22,19937,20193
3386,Building,2016-05-03,460489,502090
3387,IT Software,2018-08-12,4217,4350
3388,IT Software,2015-07-14,14877,15687
3389,Vehicle,2020-01-29,49536,6951
3390,Building,2022-12-04,300331,326814
3391,Vehicle,2014-12-12,49386,5699
3392,Equipment,2015-03-15,8240,4556
3393,Building,2023-06-23,363119,432593
3394,Building,2014-03-20,854856,884613
3395,IT Software,2014-08-12,19448,20000
3396,Land,2019-11-24,397508,722760
3397,IT Software,2015-11-18,12725,13646
3398,Vehicle,2016-07-01,46713,8234
3399,Land,2017-12-29,179189,304701
3400,Building,2021-01-17,533914,569369
3401,Equipment,2019-11-12,5915,2038
3402,IT Software,2021-10-29,9204,9957
3403,Land,2021-05-07,341779,693593
3404,IT Software,2019-06-03,13809,13898
3405,Equipment,2017-10-09,8722,3926
3406,Building,2020-11-26,612685,640976
3407,Building,2016-04-10,468683,547434
3408,Equipment,2020-01-07,5347,4580
3409,Vehicle,2021-07-06,46783,7633
3410,Building,2017-07-09,390921,411942
3411,Vehicle,2018-04-18,40499,6949
3412,IT Software,2020-04-14,4767,5351
3413,Land,2018-07-24,194204,369056
3414,Equipment,2022-12-04,9428,4641
3415,Land,2014-01-22,168448,292006
3416,Equipment,2020-02-06,6873,1581
3417,Building,2020-06-13,738532,803366
3418,IT Software,2018-02-18,18508,19413
3419,Vehicle,2019-08-01,33201,8726
3420,Building,2022-04-23,451866,475786
3421,Land,2020-09-04,152993,389055
3422,Vehicle,2015-04-28,20324,7065
3423,Equipment,2018-12-25,9914,3213
3424,Vehicle,2018-05-24,25482,6814
3425,Land,2022-02-28,473760,731650
3426,Building,2019-03-27,533607,618770
3427,Equipment,2017-06-27,7046,1288
3428,Land,2021-09-12,397711,699247
3429,Land,2016-02-13,258282,732901
3430,IT Software,2020-03-01,19876,20509
3431,Land,2018-10-06,159212,315095
3432,Equipment,2015-06-25,5901,2476
3433,Equipment,2017-01-02,9023,1264
3434,Building,2018-09-06,153354,172658
3435,Equipment,2023-02-21,8921,4090
3436,Equipment,2022-05-28,7117,1485
3437,Building,2017-02-10,467977,561025
3438,Vehicle,2015-07-29,32174,6291
3439,Equipment,2013-08-21,6270,3110
3440,Vehicle,2013-09-18,37267,5782
3441,Vehicle,2017-04-18,21309,8344
3442,Vehicle,2020-10-27,48525,8651
3443,Building,2015-05-15,355677,378741
3444,Building,2013-08-26,474172,551952
3445,Vehicle,2018-07-14,11139,5904
3446,Equipment,2023-07-06,8320,2181
3447,Building,2017-03-02,625424,659833
3448,Land,2021-08-06,422531,545728
3449,Building,2022-04-05,386926,456248
3450,IT Software,2015-10-27,7265,8005
3451,Land,2018-12-20,146828,261206
3452,Building,2017-08-29,194441,277387
3453,Land,2022-06-28,452163,871463
3454,IT Software,2022-06-07,15739,15796
3455,Land,2021-11-10,229012,374818
3456,IT Software,2022-06-18,19002,19081
3457,Equipment,2016-12-03,7141,1177
3458,Vehicle,2023-01-12,28398,5844
3459,Equipment,2015-09-09,8688,2783
3460,Building,2020-06-11,837308,905448
3461,Vehicle,2020-02-16,25588,6596
3462,Building,2022-02-27,394952,481623
3463,Land,2021-12-29,277496,702700
3464,IT Software,2018-09-26,12926,13193
3465,Vehicle,2016-10-21,15904,8933
3466,Equipment,2013-12-28,9714,1462
3467,Equipment,2021-03-28,8858,2783
3468,IT Software,2014-02-22,16611,16644
3469,Building,2020-11-05,967922,1023383
3470,Equipment,2017-09-21,6838,3361
3471,IT Software,2017-02-15,10322,10939
3472,Equipment,2015-01-12,5096,1973
3473,Vehicle,2020-02-16,30658,7504
3474,Vehicle,2022-04-06,12112,9969
3475,Vehicle,2017-07-16,17744,6412
3476,Building,2019-04-25,595692,638866
3477,Building,2017-10-20,280764,304129
3478,Equipment,2014-04-01,6423,4125
3479,Vehicle,2016-04-17,10556,7178
3480,Vehicle,2017-04-29,32056,9414
3481,Vehicle,2015-01-01,40749,6188
3482,Vehicle,2015-07-25,32000,9745
3483,Land,2016-10-29,231262,591782
3484,Vehicle,2019-06-27,24446,7278
3485,Equipment,2014-04-10,5188,3204
3486,Building,2013-09-16,309931,334074
3487,Land,2017-08-11,488925,950163
3488,Equipment,2021-02-26,8628,2030
3489,Equipment,2020-10-10,6806,4113
3490,IT Software,2020-03-05,3967,4891
3491,Land,2020-11-15,201465,445535
3492,IT Software,2018-09-05,10059,10636
3493,Land,2016-12-15,370486,727719
3494,Land,2020-01-04,168829,414857
3495,Land,2014-05-24,205878,637547
3496,Building,2023-05-18,811608,894069
3497,Equipment,2018-05-27,6304,1295
3498,Vehicle,2017-01-06,28062,7952
3499,Equipment,2022-08-29,9022,4445
3500,IT Software,2015-10-23,6944,7105
3501,Equipment,2021-11-19,9393,3747
3502,IT Software,2020-05-04,8624,9020
3503,Equipment,2022-07-27,7082,3455
3504,Building,2018-02-07,785541,883656
3505,IT Software,2015-02-03,16200,17123
3506,Vehicle,2017-04-21,20497,9150
3507,IT Software,2018-01-12,2197,3064
3508,Land,2015-10-30,148482,507280
3509,IT Software,2020-04-23,6508,7078
3510,Equipment,2017-02-19,9161,3472
3511,Equipment,2016-04-26,5103,1602
3512,Building,2022-11-18,526641,602115
3513,Land,2022-12-14,221241,593802
3514,Land,2017-12-10,246207,701925
3515,Building,2016-08-08,631292,726898
3516,IT Software,2021-04-30,18004,18182
3517,Land,2018-01-21,316755,551008
3518,Equipment,2020-04-25,8309,4379
3519,Vehicle,2021-06-16,44185,8059
3520,Vehicle,2023-01-22,34627,7094
3521,Land,2013-09-18,380447,505270
3522,Building,2023-05-08,177033,273520
3523,Vehicle,2015-06-29,41238,9686
3524,Vehicle,2016-12-29,30324,7031
3525,IT Software,2019-01-30,7733,8274
3526,Land,2013-10-15,131947,580161
3527,Building,2019-04-15,173336,237447
3528,Vehicle,2021-09-07,26287,6437
3529,Vehicle,2016-03-31,40956,5348
3530,Vehicle,2016-07-16,31929,8517
3531,Vehicle,2022-11-12,13970,8788
3532,Equipment,2014-10-02,8071,1803
3533,Equipment,2022-02-23,6729,3889
3534,Land,2014-10-06,254365,707889
3535,Equipment,2016-08-17,6055,1078
3536,Land,2018-12-12,368693,660169
3537,Building,2014-02-22,393654,441768
3538,Vehicle,2020-01-15,17018,8191
3539,IT Software,2023-04-12,1748,2076
3540,Equipment,2016-06-12,7474,2318
3541,Equipment,2016-04-17,5601,4608
3542,Building,2020-05-02,536098,556205
3543,IT Software,2021-03-28,1536,1760
3544,Building,2021-07-04,448997,523595
3545,Equipment,2021-03-24,8425,4807
3546,Equipment,2019-02-06,6872,3555
3547,Building,2022-07-30,650345,729643
3548,IT Software,2021-10-27,6441,7088
3549,IT Software,2023-07-16,7196,7427
3550,Equipment,2014-06-09,7199,1881
3551,Land,2013-09-28,191050,609188
3552,IT Software,2021-04-08,6132,6733
3553,IT Software,2022-10-20,9700,10188
3554,Vehicle,2023-05-25,33409,9757
3555,IT Software,2014-12-07,4154,4496
3556,Land,2014-02-15,318055,558234
3557,Vehicle,2019-09-22,44887,9521
3558,Building,2013-08-28,495594,564266
3559,Vehicle,2021-07-17,47452,6827
3560,Vehicle,2016-05-05,34778,8040
3561,Vehicle,2022-08-31,49588,8851
3562,Land,2020-09-13,212312,511322
3563,Vehicle,2017-12-04,17272,7895
3564,Land,2016-01-13,471364,924119
3565,Vehicle,2020-08-15,26724,9649
3566,Vehicle,2020-02-17,20756,8965
3567,Vehicle,2020-11-29,28829,9386
3568,Building,2019-04-05,647343,726289
3569,Building,2022-11-05,125766,172630
3570,IT Software,2015-09-23,19478,20362
3571,Vehicle,2015-03-06,19263,9904
3572,Vehicle,2020-09-23,34821,8006
3573,IT Software,2015-10-29,19414,19969
3574,Vehicle,2020-03-17,30963,7077
3575,Vehicle,2023-03-07,39177,9111
3576,IT Software,2020-09-28,18324,18821
3577,Building,2019-09-25,521097,591400
3578,Equipment,2021-11-30,8084,1601
3579,IT Software,2018-09-03,18509,19081
3580,IT Software,2016-02-23,4736,4792
3581,Vehicle,2019-08-23,41121,7994
3582,Vehicle,2022-10-28,44755,7174
3583,Vehicle,2023-04-26,44942,9220
3584,Building,2019-12-14,777322,793316
3585,Land,2023-07-03,146370,331336
3586,Land,2015-10-22,403595,822602
3587,Building,2019-01-26,230073,292059
3588,Vehicle,2017-09-03,47079,5304
3589,Vehicle,2022-04-22,19574,7557
3590,Land,2017-06-13,321533,775647
3591,Vehicle,2017-03-11,17221,6115
3592,Vehicle,2023-03-03,27237,7020
3593,Land,2023-01-15,435134,784152
3594,IT Software,2022-02-05,18136,18956
3595,IT Software,2021-06-24,18648,19315
3596,Building,2015-10-04,739545,793362
3597,Equipment,2016-03-29,6381,2733
3598,IT Software,2015-06-20,4754,5343
3599,Land,2022-06-11,317985,630272
3600,IT Software,2020-10-07,2875,2893
3601,Vehicle,2018-05-26,25873,8375
3602,IT Software,2016-11-20,12120,12140
3603,Equipment,2013-12-26,7491,4012
3604,Equipment,2022-05-30,9094,4110
3605,Land,2017-03-20,421098,535125
3606,Equipment,2019-07-24,8382,4646
3607,Land,2013-08-28,132398,422388
3608,Building,2021-11-01,195628,240811
3609,Vehicle,2017-11-11,27881,8622
3610,Equipment,2019-10-03,8074,3130
3611,Equipment,2014-05-27,9814,4386
3612,Building,2016-10-21,474751,512143
3613,Equipment,2018-03-05,5678,4461
3614,Building,2021-02-07,648605,739932
3615,Land,2017-05-25,202312,359071
3616,Land,2019-05-25,127768,582758
3617,IT Software,2017-07-31,5139,5397
3618,Building,2023-03-22,563434,650602
3619,Land,2020-07-06,365583,651177
3620,IT Software,2016-09-12,11325,11544
3621,Building,2021-03-18,809974,881547
3622,IT Software,2019-12-22,10080,10499
3623,Vehicle,2021-11-02,18808,5683
3624,IT Software,2017-02-22,19477,19738
3625,Land,2022-05-07,494662,884130
3626,IT Software,2015-08-24,6488,7484
3627,Vehicle,2014-12-21,21789,8742
3628,IT Software,2020-11-15,8912,9129
3629,Building,2014-10-07,681268,702919
3630,Equipment,2020-08-26,8093,4823
3631,IT Software,2020-01-11,5812,6371
3632,Vehicle,2018-11-17,34356,7740
3633,IT Software,2016-01-15,13916,14755
3634,Vehicle,2014-05-15,43466,9429
3635,Land,2022-04-01,331917,554346
3636,Vehicle,2015-04-06,27304,5557
3637,IT Software,2020-06-20,2774,3169
3638,IT Software,2022-02-02,15189,16083
3639,Land,2022-03-02,208753,356831
3640,IT Software,2019-09-05,8484,9370
3641,Equipment,2016-07-02,7241,2042
3642,Vehicle,2015-09-28,27843,9306
3643,IT Software,2019-02-16,1333,1464
3644,Land,2015-07-12,383213,749928
3645,Land,2023-04-09,349825,465961
3646,IT Software,2016-02-23,12680,13267
3647,Building,2022-01-06,199604,218188
3648,Vehicle,2015-09-15,33281,6550
3649,Vehicle,2016-02-18,10612,7882
3650,Land,2019-08-27,127597,241222
3651,Vehicle,2018-01-17,11525,8517
3652,Building,2020-08-10,324576,420385
3653,Equipment,2020-01-08,5144,2727
3654,Equipment,2021-02-07,5224,3151
3655,Equipment,2017-09-19,9789,1577
3656,Building,2021-08-03,307612,398604
3657,Building,2016-06-15,321129,394240
3658,Building,2018-01-27,203305,228169
3659,Equipment,2022-08-29,6614,2253
3660,Building,2018-05-26,447240,484202
3661,Vehicle,2021-03-29,41661,6475
3662,Building,2014-08-25,973973,1060396
3663,Land,2016-10-28,258783,731322
3664,Equipment,2018-01-21,5610,3473
3665,Land,2021-10-25,303408,520686
3666,IT Software,2016-06-09,3459,4236
3667,Land,2019-07-03,299746,534135
3668,Building,2020-08-10,388805,465266
3669,Building,2022-08-23,396468,493195
3670,Land,2014-11-17,326884,609573
3671,Land,2017-08-10,418141,550833
3672,Equipment,2019-03-18,7215,4054
3673,Vehicle,2021-05-16,46060,6681
3674,Land,2017-12-14,302728,553179
3675,Building,2017-02-20,117404,199120
3676,Land,2023-02-16,396061,822946
3677,IT Software,2014-04-06,1153,2072
3678,IT Software,2018-07-30,17700,17747
3679,Land,2015-09-15,218013,485903
3680,Equipment,2018-03-04,9186,3136
3681,Building,2018-07-09,978000,1056629
3682,Vehicle,2015-02-28,28176,6574
3683,Equipment,2022-11-28,7958,4711
3684,Equipment,2014-08-12,9264,1879
3685,IT Software,2014-09-02,19733,20058
3686,Land,2018-02-11,413738,697580
3687,Building,2018-12-05,416690,447749
3688,Equipment,2016-04-30,6246,1616
3689,Equipment,2019-07-19,7005,4690
3690,Land,2020-08-18,409031,775780
3691,Land,2015-02-19,106828,415352
3692,Equipment,2021-05-28,6767,2616
3693,Land,2016-01-09,199000,354562
3694,Land,2015-05-06,120476,333026
3695,IT Software,2016-11-03,11187,11395
3696,Equipment,2020-07-29,7354,1120
3697,Building,2020-08-20,646798,723481
3698,Equipment,2014-12-16,6292,2484
3699,Equipment,2017-01-04,8588,4050
3700,Equipment,2021-05-08,9024,2955
3701,IT Software,2014-08-24,6142,6220
3702,Vehicle,2021-12-06,24948,7919
3703,IT Software,2022-11-25,7140,7978
3704,IT Software,2021-05-24,5139,6007
3705,Land,2015-05-03,398672,667174
3706,Land,2018-03-23,205701,546672
3707,Vehicle,2021-04-21,28418,5099
3708,Land,2018-10-02,189956,615035
3709,Building,2018-05-23,732175,780099
3710,Building,2017-12-28,493158,542312
3711,Vehicle,2013-07-28,46928,7620
3712,Building,2015-06-07,266774,332914
3713,Land,2015-02-05,105366,332045
3714,Building,2014-11-08,624459,680324
3715,Land,2020-01-04,288707,738975
3716,Land,2014-02-19,233454,468291
3717,Vehicle,2021-03-16,44977,8731
3718,Vehicle,2018-06-24,29587,7320
3719,Vehicle,2017-12-23,27894,5506
3720,Land,2017-04-01,197468,611662
3721,Building,2020-08-02,684872,718120
3722,Vehicle,2016-03-16,19519,5422
3723,Equipment,2020-02-21,8665,2782
3724,Building,2014-09-09,834082,896519
3725,Building,2020-06-11,839314,873019
3726,Vehicle,2017-02-21,11557,8589
3727,Vehicle,2017-09-01,10241,8479
