expense_id,expense_date,expense_amount,description,department_id
4993,2022-09-14,6187,expense related to cash management for businesses,2
4994,2022-03-21,7866,expense related to customer acquisition strategies,9
4995,2020-10-21,8963,expense related to back-office operations,5
4996,2019-10-06,2832,expense related to risk assessment,6
4997,2021-09-24,7809,expense related to mergers and acquisitions,3
4998,2023-05-16,2743,expense related to trading operations,7
4999,2023-06-24,8560,expense related to customer acquisition strategies,9
5000,2020-09-01,8430,expense related to savings account,1
5001,2022-12-17,1547,expense related to trading operations,7
5002,2019-11-03,7088,expense related to market research,9
5003,2021-12-11,6647,expense related to credit cards,1
5004,2022-12-03,6808,expense related to risk assessment,6
5005,2021-11-09,9649,expense related to training and development,8
5006,2022-06-16,4273,expense related to liquidity management,7
5007,2022-06-08,2810,expense related to credit cards,1
5008,2019-08-14,8993,expense related to mergers and acquisitions,3
5009,2022-03-31,2999,expense related to trading operations,7
5010,2022-05-26,4103,expense related to capital market operations,3
5011,2023-02-19,5571,expense related to mergers and acquisitions,3
5012,2023-03-23,7089,expense related to personalized advisory services for affluent customers,4
5013,2022-07-20,5730,expense related to capital market operations,3
5014,2019-09-10,9747,expense related to training and development,8
5015,2019-10-14,3798,expense related to trading operations,7
5016,2021-08-03,2726,expense related to checking account,1
5017,2021-11-15,9080,expense related to customer acquisition strategies,9
5018,2020-07-03,2518,expense related to training and development,8
5019,2019-09-15,7423,expense related to training and development,8
5020,2019-10-04,7156,expense related to savings account,1
5021,2023-06-26,4889,expense related to trading operations,7
5022,2021-01-06,1823,expense related to internal controls,6
5023,2019-09-19,5049,expense related to cash management for businesses,2
5024,2021-12-27,5105,expense related to personalized advisory services for affluent customers,4
5025,2020-05-21,2905,expense related to cash management for businesses,2
5026,2020-05-23,2596,expense related to mergers and acquisitions,3
5027,2020-02-20,8358,expense related to capital market operations,3
5028,2020-05-12,8776,expense related to cybersecurity measures,5
5029,2020-04-08,7216,expense related to employee recruitment,8
5030,2020-12-15,6441,expense related to trade finance,2
5031,2020-08-14,4308,expense related to market research,9
5032,2022-03-05,3653,expense related to liquidity management,7
5033,2022-04-29,5132,expense related to back-office operations,5
5034,2020-03-18,4083,expense related to market research,9
5035,2021-09-27,5189,expense related to liquidity management,7
5036,2021-11-24,9413,expense related to market research,9
5037,2019-07-16,1488,expense related to credit cards,1
5038,2022-09-03,3795,expense related to internal controls,6
5039,2019-09-28,6604,expense related to customer acquisition strategies,9
5040,2022-02-24,4346,expense related to performance management,8
5041,2020-01-06,6099,expense related to financial planning,4
5042,2019-08-11,2560,expense related to performance management,8
5043,2020-12-19,4824,expense related to trade finance,2
5044,2019-10-10,7174,expense related to checking account,1
5045,2022-06-09,2258,expense related to trading operations,7
5046,2022-01-19,1893,expense related to trading operations,7
5047,2022-04-09,4415,expense related to technology upgrades,5
5048,2022-04-09,7274,expense related to personalized advisory services for affluent customers,4
5049,2022-10-12,9025,expense related to customer acquisition strategies,9
5050,2023-03-28,5820,expense related to mergers and acquisitions,3
5051,2021-05-30,3899,expense related to customer acquisition strategies,9
5052,2022-09-13,2059,expense related to commercial loans,2
5053,2021-01-14,5464,expense related to risk assessment,6
5054,2021-01-07,4071,expense related to internal controls,6
5055,2021-09-26,2607,expense related to compliance monitoring,6
5056,2021-06-23,7032,expense related to liquidity management,7
5057,2019-08-18,3355,expense related to performance management,8
5058,2021-08-17,8846,expense related to customer acquisition strategies,9
5059,2022-07-09,2865,expense related to liquidity management,7
5060,2021-05-28,8246,expense related to risk assessment,6
5061,2020-05-30,1155,expense related to cash management for businesses,2
5062,2020-03-20,1483,expense related to savings account,1
5063,2021-04-23,5875,expense related to technology upgrades,5
5064,2020-06-02,1993,expense related to training and development,8
5065,2019-10-13,7665,expense related to savings account,1
5066,2023-06-06,8213,expense related to cybersecurity measures,5
5067,2021-12-02,5689,expense related to performance management,8
5068,2020-12-09,3880,expense related to market research,9
5069,2020-01-02,7861,expense related to cash management for businesses,2
5070,2020-11-11,2095,expense related to performance management,8
5071,2019-07-30,9295,expense related to commercial loans,2
5072,2020-09-20,6099,expense related to cash management for businesses,2
5073,2021-02-27,7290,expense related to personalized advisory services for affluent customers,4
5074,2022-09-19,4466,expense related to commercial loans,2
5075,2022-06-17,3159,expense related to savings account,1
5076,2019-10-06,7297,expense related to risk assessment,6
5077,2021-06-20,7358,expense related to savings account,1
5078,2019-10-23,4335,expense related to mergers and acquisitions,3
5079,2023-05-31,1252,expense related to cash management for businesses,2
5080,2020-09-18,6609,expense related to customer acquisition strategies,9
5081,2019-07-18,9992,expense related to financial planning,4
5082,2021-11-05,1609,expense related to technology upgrades,5
5083,2022-04-05,4443,expense related to compliance monitoring,6
5084,2022-07-21,6267,expense related to trading operations,7
5085,2022-10-03,9402,expense related to treasury activities,7
5086,2020-08-07,3957,expense related to internal controls,6
5087,2021-12-21,3414,expense related to training and development,8
5088,2021-08-27,4879,expense related to capital market operations,3
5089,2021-06-06,6981,expense related to liquidity management,7
5090,2019-12-04,5531,expense related to mergers and acquisitions,3
5091,2023-06-21,5055,expense related to market research,9
5092,2019-12-07,3301,expense related to employee recruitment,8
5093,2022-03-11,6228,expense related to investment management,4
5094,2021-02-20,1529,expense related to checking account,1
5095,2021-01-23,5704,expense related to checking account,1
5096,2023-05-30,6766,expense related to capital market operations,3
5097,2019-08-06,9367,expense related to cybersecurity measures,5
5098,2023-01-17,5185,expense related to technology upgrades,5
5099,2019-11-29,8042,expense related to personalized advisory services for affluent customers,4
5100,2020-10-02,6219,expense related to liquidity management,7
5101,2022-08-22,2584,expense related to customer acquisition strategies,9
5102,2020-05-01,8017,expense related to training and development,8
5103,2020-05-15,1330,expense related to performance management,8
5104,2020-11-14,6700,expense related to mergers and acquisitions,3
5105,2023-06-01,4873,expense related to marketing campaigns,9
5106,2019-09-08,4971,expense related to cybersecurity measures,5
5107,2019-12-13,1720,expense related to internal controls,6
5108,2023-06-22,2212,expense related to internal controls,6
5109,2022-10-22,1761,expense related to credit cards,1
5110,2022-12-23,9861,expense related to mergers and acquisitions,3
5111,2022-03-25,8180,expense related to trade finance,2
5112,2020-07-13,2360,expense related to internal controls,6
5113,2020-01-29,9411,expense related to trading operations,7
5114,2023-01-03,8359,expense related to credit cards,1
5115,2020-11-12,8259,expense related to market research,9
5116,2022-09-01,8106,expense related to credit cards,1
5117,2023-03-28,2611,expense related to mergers and acquisitions,3
5118,2019-10-24,9235,expense related to liquidity management,7
5119,2020-09-15,8828,expense related to technology upgrades,5
5120,2021-12-26,7893,expense related to savings account,1
5121,2023-04-11,1367,expense related to capital market operations,3
5122,2022-07-20,5164,expense related to checking account,1
5123,2022-04-30,2095,expense related to credit cards,1
5124,2020-03-15,9338,expense related to savings account,1
5125,2020-07-18,1393,expense related to risk assessment,6
5126,2020-09-25,4534,expense related to internal controls,6
5127,2022-08-31,5399,expense related to savings account,1
5128,2020-04-10,5280,expense related to capital market operations,3
5129,2020-02-18,6623,expense related to market research,9
5130,2020-07-16,8217,expense related to technology upgrades,5
5131,2022-08-06,7453,expense related to financial planning,4
5132,2020-07-01,9755,expense related to employee recruitment,8
5133,2020-01-09,7129,expense related to checking account,1
5134,2022-12-17,2540,expense related to mergers and acquisitions,3
5135,2021-08-02,2581,expense related to credit cards,1
5136,2020-10-26,9993,expense related to marketing campaigns,9
5137,2019-10-14,5327,expense related to marketing campaigns,9
5138,2023-02-27,4167,expense related to financial planning,4
5139,2020-10-09,3459,expense related to customer acquisition strategies,9
5140,2019-11-04,8797,expense related to compliance monitoring,6
5141,2022-01-19,8747,expense related to training and development,8
5142,2021-03-25,7107,expense related to back-office operations,5
5143,2020-01-17,7407,expense related to personalized advisory services for affluent customers,4
